,game_identifier,image_path,centre_tile,context_string,features
2499,lode_runner,../data/context_data/lode_runner/@/B@@@@@b@@.png,@,B@@@@@b@@,"['passable', 'empty']"
13510,lode_runner,../data/context_data/lode_runner/b/#b@bb#@@#.png,b,#b@bb#@@#,"['solid', 'breakable']"
12141,lode_runner,../data/context_data/lode_runner/#/bbb-#bG#b.png,#,bbb-#bG#b,"['passable', 'climbable']"
2539,lode_runner,../data/context_data/lode_runner/@/#BB#@GBBB.png,@,#BB#@GBBB,"['passable', 'empty']"
11969,lode_runner,../data/context_data/lode_runner/#/@#E######.png,#,@#E######,"['passable', 'climbable']"
20255,megaman,../data/context_data/megaman/-/------##H.png,-,------##H,"['passable', 'empty']"
7151,lode_runner,../data/context_data/lode_runner/-/BBb---G@E.png,-,BBb---G@E,"['passable', 'climbable']"
2546,lode_runner,../data/context_data/lode_runner/@/BBb#@@#bb.png,@,BBb#@@#bb,"['passable', 'empty']"
18504,kid_icarus,../data/context_data/kid_icarus/#/HH####--#.png,#,HH####--#,['solid']
2344,lode_runner,../data/context_data/lode_runner/@/ @G @# @G.png,@, @G @# @G,"['passable', 'empty']"
24290,loz,../data/context_data/loz/B/FFWBBWWWW.png,B,FFWBBWWWW,"['solid', 'block']"
14392,lode_runner,../data/context_data/lode_runner/b/G#GBbbB@@.png,b,G#GBbbB@@,"['solid', 'breakable']"
11804,lode_runner,../data/context_data/lode_runner/#/@@@@#Bb#@.png,#,@@@@#Bb#@,"['passable', 'climbable']"
14232,lode_runner,../data/context_data/lode_runner/b/b@bbbb@bb.png,b,b@bbbb@bb,"['solid', 'breakable']"
3192,lode_runner,../data/context_data/lode_runner/@/---b@b@@@.png,@,---b@b@@@,"['passable', 'empty']"
14051,lode_runner,../data/context_data/lode_runner/b/GG@bbB@@@.png,b,GG@bbB@@@,"['solid', 'breakable']"
17943,kid_icarus,../data/context_data/kid_icarus/-/------D--.png,-,------D--,"['passable', 'empty']"
10564,lode_runner,../data/context_data/lode_runner/#/@@@##b##b.png,#,@@@##b##b,"['passable', 'climbable']"
4676,lode_runner,../data/context_data/lode_runner/@/@@b-@b#@@.png,@,@@b-@b#@@,"['passable', 'empty']"
20115,megaman,../data/context_data/megaman/L/----L--##.png,L,----L--##,"['passable', 'collectable']"
17867,kid_icarus,../data/context_data/kid_icarus/-/ -# -# #D.png,-, -# -# #D,"['passable', 'empty']"
1485,lode_runner,../data/context_data/lode_runner/@/bbbG@b-@b.png,@,bbbG@b-@b,"['passable', 'empty']"
6913,lode_runner,../data/context_data/lode_runner/-/@BB---@BB.png,-,@BB---@BB,"['passable', 'climbable']"
5412,lode_runner,../data/context_data/lode_runner/@/@@@#@@@##.png,@,@@@#@@@##,"['passable', 'empty']"
5169,lode_runner,../data/context_data/lode_runner/@/@@@@@@bb-.png,@,@@@@@@bb-,"['passable', 'empty']"
550,lode_runner,../data/context_data/lode_runner/G/bb@@G@@@@.png,G,bb@@G@@@@,"['passable', 'collectable']"
10530,lode_runner,../data/context_data/lode_runner/#/---B#@@#b.png,#,---B#@@#b,"['passable', 'climbable']"
14813,lode_runner,../data/context_data/lode_runner/b/@@##b##@@.png,b,@@##b##@@,"['solid', 'breakable']"
16870,lode_runner,../data/context_data/lode_runner/b/bb bb Bb .png,b,bb bb Bb ,"['solid', 'breakable']"
12164,lode_runner,../data/context_data/lode_runner/#/######M##.png,#,######M##,"['passable', 'climbable']"
7742,lode_runner,../data/context_data/lode_runner/-/-@@#--#@@.png,-,-@@#--#@@,"['passable', 'climbable']"
6399,lode_runner,../data/context_data/lode_runner/@/bbbb@@G@G.png,@,bbbb@@G@G,"['passable', 'empty']"
16532,lode_runner,../data/context_data/lode_runner/b/#bbbbbbGb.png,b,#bbbbbbGb,"['solid', 'breakable']"
1135,lode_runner,../data/context_data/lode_runner/@/#@@#@@--G.png,@,#@@#@@--G,"['passable', 'empty']"
22701,smb,../data/context_data/smb/S/-SS-SS-S-.png,S,-SS-SS-S-,"['solid', 'breakable']"
6580,lode_runner,../data/context_data/lode_runner/E/bbb@E@Bbb.png,E,bbb@E@Bbb,"['solid', 'hazard']"
8782,lode_runner,../data/context_data/lode_runner/B/ G@ Bb B@.png,B, G@ Bb B@,['solid']
21366,megaman,../data/context_data/megaman/#/##|##|##-.png,#,##|##|##-,['solid']
10105,lode_runner,../data/context_data/lode_runner/#/@@@@###B#.png,#,@@@@###B#,"['passable', 'climbable']"
10926,lode_runner,../data/context_data/lode_runner/#/b#bb#Ebbb.png,#,b#bb#Ebbb,"['passable', 'climbable']"
9948,lode_runner,../data/context_data/lode_runner/#/BB#######.png,#,BB#######,"['passable', 'climbable']"
16554,lode_runner,../data/context_data/lode_runner/b/@@@bbb---.png,b,@@@bbb---,"['solid', 'breakable']"
17471,lode_runner,../data/context_data/lode_runner/b/BBBbbBBbB.png,b,BBBbbBBbB,"['solid', 'breakable']"
9303,lode_runner,../data/context_data/lode_runner/B/@@B@BG@BB.png,B,@@B@BG@BB,['solid']
1415,lode_runner,../data/context_data/lode_runner/@/@@@E@@b@@.png,@,@@@E@@b@@,"['passable', 'empty']"
1906,lode_runner,../data/context_data/lode_runner/@/bbB@@@B@@.png,@,bbB@@@B@@,"['passable', 'empty']"
8391,lode_runner,../data/context_data/lode_runner/B/@@B#BB#BG.png,B,@@B#BB#BG,['solid']
6973,lode_runner,../data/context_data/lode_runner/-/@@@---@E@.png,-,@@@---@E@,"['passable', 'climbable']"
16539,lode_runner,../data/context_data/lode_runner/b/b#@@bbb@@.png,b,b#@@bbb@@,"['solid', 'breakable']"
16665,lode_runner,../data/context_data/lode_runner/b/b@#bb#bb#.png,b,b@#bb#bb#,"['solid', 'breakable']"
20488,megaman,../data/context_data/megaman/-/ @@ -- --.png,-, @@ -- --,"['passable', 'empty']"
2255,lode_runner,../data/context_data/lode_runner/@/@bb@@b-@@.png,@,@bb@@b-@@,"['passable', 'empty']"
18420,kid_icarus,../data/context_data/kid_icarus/#/## ## -- .png,#,## ## -- ,['solid']
12078,lode_runner,../data/context_data/lode_runner/#/@@ @# b# .png,#,@@ @# b# ,"['passable', 'climbable']"
2131,lode_runner,../data/context_data/lode_runner/@/@@@G@-@-@.png,@,@@@G@-@-@,"['passable', 'empty']"
18566,megaman,../data/context_data/megaman/P/----P--BB.png,P,----P--BB,"['passable', 'empty']"
18393,kid_icarus,../data/context_data/kid_icarus/#/-# ## -# .png,#,-# ## -# ,['solid']
3138,lode_runner,../data/context_data/lode_runner/@/#@b#@G#@b.png,@,#@b#@G#@b,"['passable', 'empty']"
14797,lode_runner,../data/context_data/lode_runner/b/@@@#b#@b#.png,b,@@@#b#@b#,"['solid', 'breakable']"
23011,smb,../data/context_data/smb/-/--------?.png,-,--------?,"['passable', 'empty']"
17844,kid_icarus,../data/context_data/kid_icarus/-/##----MMM.png,-,##----MMM,"['passable', 'empty']"
733,lode_runner,../data/context_data/lode_runner/G/B@@BG@Bbb.png,G,B@@BG@Bbb,"['passable', 'collectable']"
14397,lode_runner,../data/context_data/lode_runner/b/GEGbbb@@@.png,b,GEGbbb@@@,"['solid', 'breakable']"
8407,lode_runner,../data/context_data/lode_runner/B/#@BBBB@@@.png,B,#@BBBB@@@,['solid']
1438,lode_runner,../data/context_data/lode_runner/@/bbb@@GBBB.png,@,bbb@@GBBB,"['passable', 'empty']"
25225,loz,../data/context_data/loz/W/WWMWW-WW-.png,W,WWMWW-WW-,"['solid', 'wall']"
17280,lode_runner,../data/context_data/lode_runner/b/   bbbbb#.png,b,   bbbbb#,"['solid', 'breakable']"
12941,lode_runner,../data/context_data/lode_runner/b/@EGbbbb@@.png,b,@EGbbbb@@,"['solid', 'breakable']"
21455,megaman,../data/context_data/megaman/#/t##t##---.png,#,t##t##---,['solid']
17540,lode_runner,../data/context_data/lode_runner/b/Gbb@b@bb@.png,b,Gbb@b@bb@,"['solid', 'breakable']"
1551,lode_runner,../data/context_data/lode_runner/@/M@b@@b@@b.png,@,M@b@@b@@b,"['passable', 'empty']"
5804,lode_runner,../data/context_data/lode_runner/@/#bb#@@#bb.png,@,#bb#@@#bb,"['passable', 'empty']"
23371,smb,../data/context_data/smb/-/E----X---.png,-,E----X---,"['passable', 'empty']"
8536,lode_runner,../data/context_data/lode_runner/B/@@GbBb---.png,B,@@GbBb---,['solid']
1148,lode_runner,../data/context_data/lode_runner/@/B@b@@b@@b.png,@,B@b@@b@@b,"['passable', 'empty']"
4017,lode_runner,../data/context_data/lode_runner/@/bb#b@#@bb.png,@,bb#b@#@bb,"['passable', 'empty']"
13316,lode_runner,../data/context_data/lode_runner/b/#B #b #b .png,b,#B #b #b ,"['solid', 'breakable']"
2078,lode_runner,../data/context_data/lode_runner/@/@#-@@@@@@.png,@,@#-@@@@@@,"['passable', 'empty']"
22377,smb,../data/context_data/smb/-/-oo------.png,-,-oo------,"['passable', 'empty']"
17616,kid_icarus,../data/context_data/kid_icarus/T/--#TT#--#.png,T,--#TT#--#,"['solid', 'passable']"
12099,lode_runner,../data/context_data/lode_runner/#/@#b-#G@#b.png,#,@#b-#G@#b,"['passable', 'climbable']"
2060,lode_runner,../data/context_data/lode_runner/@/bb#G@#b@#.png,@,bb#G@#b@#,"['passable', 'empty']"
10435,lode_runner,../data/context_data/lode_runner/#/@@E@#bb#-.png,#,@@E@#bb#-,"['passable', 'climbable']"
6790,lode_runner,../data/context_data/lode_runner/-/bbb--@@@@.png,-,bbb--@@@@,"['passable', 'climbable']"
9768,lode_runner,../data/context_data/lode_runner/#/@@G-#b@b@.png,#,@@G-#b@b@,"['passable', 'climbable']"
14433,lode_runner,../data/context_data/lode_runner/b/E@@bbB@@@.png,b,E@@bbB@@@,"['solid', 'breakable']"
9594,lode_runner,../data/context_data/lode_runner/B/#B##BB#@@.png,B,#B##BB#@@,['solid']
9789,lode_runner,../data/context_data/lode_runner/#/#B#@#B@##.png,#,#B#@#B@##,"['passable', 'climbable']"
24072,loz,../data/context_data/loz/D/PPPWDDWWW.png,D,PPPWDDWWW,"['solid', 'openable']"
2439,lode_runner,../data/context_data/lode_runner/@/@@bb@@bb@.png,@,@@bb@@bb@,"['passable', 'empty']"
19087,megaman,../data/context_data/megaman/-/#-------M.png,-,#-------M,"['passable', 'empty']"
3544,lode_runner,../data/context_data/lode_runner/@/@@b@@@@@-.png,@,@@b@@@@@-,"['passable', 'empty']"
9998,lode_runner,../data/context_data/lode_runner/#/b#b###   .png,#,b#b###   ,"['passable', 'climbable']"
6186,lode_runner,../data/context_data/lode_runner/@/-@-@@G@@-.png,@,-@-@@G@@-,"['passable', 'empty']"
10071,lode_runner,../data/context_data/lode_runner/#/b##b##bbb.png,#,b##b##bbb,"['passable', 'climbable']"
25124,loz,../data/context_data/loz/W/WWWDWWBBB.png,W,WWWDWWBBB,"['solid', 'wall']"
13042,lode_runner,../data/context_data/lode_runner/b/#bb#bb##@.png,b,#bb#bb##@,"['solid', 'breakable']"
997,lode_runner,../data/context_data/lode_runner/M/b@@bM@bb@.png,M,b@@bM@bb@,"['solid', 'hazard']"
24925,loz,../data/context_data/loz/F/DFIDFFWII.png,F,DFIDFFWII,['solid']
14555,lode_runner,../data/context_data/lode_runner/b/#B@#b@#@@.png,b,#B@#b@#@@,"['solid', 'breakable']"
19429,megaman,../data/context_data/megaman/|/-|--|--##.png,|,-|--|--##,"['passable', 'climbable']"
4153,lode_runner,../data/context_data/lode_runner/@/G@BB@BGGB.png,@,G@BB@BGGB,"['passable', 'empty']"
5175,lode_runner,../data/context_data/lode_runner/@/@@#G@@bb@.png,@,@@#G@@bb@,"['passable', 'empty']"
24718,loz,../data/context_data/loz/F/-FF-FF-MF.png,F,-FF-FF-MF,['solid']
8076,lode_runner,../data/context_data/lode_runner/B/BBBBBB@@B.png,B,BBBBBB@@B,['solid']
10400,lode_runner,../data/context_data/lode_runner/#/bb@##@###.png,#,bb@##@###,"['passable', 'climbable']"
9699,lode_runner,../data/context_data/lode_runner/#/@@@####GG.png,#,@@@####GG,"['passable', 'climbable']"
9397,lode_runner,../data/context_data/lode_runner/B/GGGBBb@@@.png,B,GGGBBb@@@,['solid']
15803,lode_runner,../data/context_data/lode_runner/b/bbBbbBbGB.png,b,bbBbbBbGB,"['solid', 'breakable']"
15563,lode_runner,../data/context_data/lode_runner/b/@B@@b@bb@.png,b,@B@@b@bb@,"['solid', 'breakable']"
24835,loz,../data/context_data/loz/F/DFBWFFWFB.png,F,DFBWFFWFB,['solid']
20695,megaman,../data/context_data/megaman/-/|##------.png,-,|##------,"['passable', 'empty']"
22741,smb,../data/context_data/smb/S/---SSSSSS.png,S,---SSSSSS,"['solid', 'breakable']"
5508,lode_runner,../data/context_data/lode_runner/@/BBBG@@BBB.png,@,BBBG@@BBB,"['passable', 'empty']"
17383,lode_runner,../data/context_data/lode_runner/b/bb@bb@#b@.png,b,bb@bb@#b@,"['solid', 'breakable']"
16055,lode_runner,../data/context_data/lode_runner/b/@bGBbb@@@.png,b,@bGBbb@@@,"['solid', 'breakable']"
227,lode_runner,../data/context_data/lode_runner/G/#bb#Gb#bG.png,G,#bb#Gb#bG,"['passable', 'collectable']"
20920,megaman,../data/context_data/megaman/|/#|#-|-#|#.png,|,#|#-|-#|#,"['passable', 'climbable']"
14842,lode_runner,../data/context_data/lode_runner/b/bBb@bb@@@.png,b,bBb@bb@@@,"['solid', 'breakable']"
14591,lode_runner,../data/context_data/lode_runner/b/bb@Gbb@bG.png,b,bb@Gbb@bG,"['solid', 'breakable']"
21960,smb,../data/context_data/smb/-/--b--BXXX.png,-,--b--BXXX,"['passable', 'empty']"
22584,smb,../data/context_data/smb/X/]--XX-   .png,X,]--XX-   ,['solid']
14833,lode_runner,../data/context_data/lode_runner/b/Bb#@b#bbb.png,b,Bb#@b#bbb,"['solid', 'breakable']"
11629,lode_runner,../data/context_data/lode_runner/#/@@Gb#Bb#@.png,#,@@Gb#Bb#@,"['passable', 'climbable']"
17233,lode_runner,../data/context_data/lode_runner/b/G@@bb@bbb.png,b,G@@bb@bbb,"['solid', 'breakable']"
20332,megaman,../data/context_data/megaman/-/--#--#-H#.png,-,--#--#-H#,"['passable', 'empty']"
6998,lode_runner,../data/context_data/lode_runner/-/-----@G@@.png,-,-----@G@@,"['passable', 'climbable']"
22875,smb,../data/context_data/smb/-/o-o------.png,-,o-o------,"['passable', 'empty']"
16065,lode_runner,../data/context_data/lode_runner/b/ b@ b@ @@.png,b, b@ b@ @@,"['solid', 'breakable']"
23027,smb,../data/context_data/smb/-/E--E----X.png,-,E--E----X,"['passable', 'empty']"
10678,lode_runner,../data/context_data/lode_runner/#/@@Bb#B@#@.png,#,@@Bb#B@#@,"['passable', 'climbable']"
13684,lode_runner,../data/context_data/lode_runner/b/---Bbb@@@.png,b,---Bbb@@@,"['solid', 'breakable']"
10802,lode_runner,../data/context_data/lode_runner/#/@b#######.png,#,@b#######,"['passable', 'climbable']"
4090,lode_runner,../data/context_data/lode_runner/@/#bb#@@#@b.png,@,#bb#@@#@b,"['passable', 'empty']"
21017,megaman,../data/context_data/megaman/B/B--BBBBBB.png,B,B--BBBBBB,"['solid', 'breakable']"
22467,smb,../data/context_data/smb/B/-b--B-XXX.png,B,-b--B-XXX,"['solid', 'hazard']"
23178,smb,../data/context_data/smb/-/---E--QS-.png,-,---E--QS-,"['passable', 'empty']"
22240,smb,../data/context_data/smb/-/   ---S?S.png,-,   ---S?S,"['passable', 'empty']"
22148,smb,../data/context_data/smb/-/--E---S?S.png,-,--E---S?S,"['passable', 'empty']"
1546,lode_runner,../data/context_data/lode_runner/@/#b@#@@@@@.png,@,#b@#@@@@@,"['passable', 'empty']"
5290,lode_runner,../data/context_data/lode_runner/@/@@@#@E#@@.png,@,@@@#@E#@@,"['passable', 'empty']"
17659,kid_icarus,../data/context_data/kid_icarus/T/#--#TT---.png,T,#--#TT---,"['solid', 'passable']"
13162,lode_runner,../data/context_data/lode_runner/b/GE@bb@@@#.png,b,GE@bb@@@#,"['solid', 'breakable']"
17148,lode_runner,../data/context_data/lode_runner/b/-@b@bb@bb.png,b,-@b@bb@bb,"['solid', 'breakable']"
23435,smb,../data/context_data/smb/X/EX-XXX   .png,X,EX-XXX   ,['solid']
17645,kid_icarus,../data/context_data/kid_icarus/T/####TT---.png,T,####TT---,"['solid', 'passable']"
21780,smb,../data/context_data/smb/o/---oooXXX.png,o,---oooXXX,"['passable', 'collectable']"
8964,lode_runner,../data/context_data/lode_runner/B/   bBBG@B.png,B,   bBBG@B,['solid']
19411,megaman,../data/context_data/megaman/|/#|##|#---.png,|,#|##|#---,"['passable', 'climbable']"
13460,lode_runner,../data/context_data/lode_runner/b/#bb#bGbbb.png,b,#bb#bGbbb,"['solid', 'breakable']"
6279,lode_runner,../data/context_data/lode_runner/@/#bb#@@#@M.png,@,#bb#@@#@M,"['passable', 'empty']"
2139,lode_runner,../data/context_data/lode_runner/@/E@@#@@#b@.png,@,E@@#@@#b@,"['passable', 'empty']"
13927,lode_runner,../data/context_data/lode_runner/b/#b##bb@@@.png,b,#b##bb@@@,"['solid', 'breakable']"
20994,megaman,../data/context_data/megaman/|/#|-#|----.png,|,#|-#|----,"['passable', 'climbable']"
8120,lode_runner,../data/context_data/lode_runner/B/@@@BB@BB#.png,B,@@@BB@BB#,['solid']
23378,smb,../data/context_data/smb/-/o--X--   .png,-,o--X--   ,"['passable', 'empty']"
8785,lode_runner,../data/context_data/lode_runner/B/#bbBBB   .png,B,#bbBBB   ,['solid']
13727,lode_runner,../data/context_data/lode_runner/b/BBBbbbBBB.png,b,BBBbbbBBB,"['solid', 'breakable']"
6219,lode_runner,../data/context_data/lode_runner/@/@#@#@b#b@.png,@,@#@#@b#b@,"['passable', 'empty']"
9782,lode_runner,../data/context_data/lode_runner/#/@#@B#@@#B.png,#,@#@B#@@#B,"['passable', 'climbable']"
744,lode_runner,../data/context_data/lode_runner/G/bb#@G#@@#.png,G,bb#@G#@@#,"['passable', 'collectable']"
5659,lode_runner,../data/context_data/lode_runner/@/@@G@@bbbb.png,@,@@G@@bbbb,"['passable', 'empty']"
10414,lode_runner,../data/context_data/lode_runner/#/E#@b#-b@@.png,#,E#@b#-b@@,"['passable', 'climbable']"
11589,lode_runner,../data/context_data/lode_runner/#/b####@##@.png,#,b####@##@,"['passable', 'climbable']"
14140,lode_runner,../data/context_data/lode_runner/b/#Gb#bb#@@.png,b,#Gb#bb#@@,"['solid', 'breakable']"
20605,megaman,../data/context_data/megaman/-/####--#-L.png,-,####--#-L,"['passable', 'empty']"
81,lode_runner,../data/context_data/lode_runner/G/--#GG#BB#.png,G,--#GG#BB#,"['passable', 'collectable']"
13847,lode_runner,../data/context_data/lode_runner/b/GGGbb#@@#.png,b,GGGbb#@@#,"['solid', 'breakable']"
1941,lode_runner,../data/context_data/lode_runner/@/#@@#@-#@G.png,@,#@@#@-#@G,"['passable', 'empty']"
24062,loz,../data/context_data/loz/D/WWWDDDPPP.png,D,WWWDDDPPP,"['solid', 'openable']"
11554,lode_runner,../data/context_data/lode_runner/#/B@@@#b@#b.png,#,B@@@#b@#b,"['passable', 'climbable']"
4368,lode_runner,../data/context_data/lode_runner/@/BbbG@BB@B.png,@,BbbG@BB@B,"['passable', 'empty']"
428,lode_runner,../data/context_data/lode_runner/G/@@@GGGbBb.png,G,@@@GGGbBb,"['passable', 'collectable']"
16914,lode_runner,../data/context_data/lode_runner/b/#G@#bb#Gb.png,b,#G@#bb#Gb,"['solid', 'breakable']"
7189,lode_runner,../data/context_data/lode_runner/-/--#--#@E@.png,-,--#--#@E@,"['passable', 'climbable']"
12052,lode_runner,../data/context_data/lode_runner/#/@@@@#bb#b.png,#,@@@@#bb#b,"['passable', 'climbable']"
14827,lode_runner,../data/context_data/lode_runner/b/b@@BbB@@@.png,b,b@@BbB@@@,"['solid', 'breakable']"
5972,lode_runner,../data/context_data/lode_runner/@/bbb@@@b@@.png,@,bbb@@@b@@,"['passable', 'empty']"
16086,lode_runner,../data/context_data/lode_runner/b/M@@bbb   .png,b,M@@bbb   ,"['solid', 'breakable']"
4600,lode_runner,../data/context_data/lode_runner/@/#Gb#@@#G@.png,@,#Gb#@@#G@,"['passable', 'empty']"
20339,megaman,../data/context_data/megaman/-/#--#--##|.png,-,#--#--##|,"['passable', 'empty']"
2844,lode_runner,../data/context_data/lode_runner/@/#@##@#bb#.png,@,#@##@#bb#,"['passable', 'empty']"
1869,lode_runner,../data/context_data/lode_runner/@/@@@E@@BBB.png,@,@@@E@@BBB,"['passable', 'empty']"
11631,lode_runner,../data/context_data/lode_runner/#/G##-##G##.png,#,G##-##G##,"['passable', 'climbable']"
2857,lode_runner,../data/context_data/lode_runner/@/@G@@@-Gb@.png,@,@G@@@-Gb@,"['passable', 'empty']"
13481,lode_runner,../data/context_data/lode_runner/b/@@bbb@b@@.png,b,@@bbb@b@@,"['solid', 'breakable']"
19075,megaman,../data/context_data/megaman/-/------H--.png,-,------H--,"['passable', 'empty']"
21285,megaman,../data/context_data/megaman/#/@##@#-@#-.png,#,@##@#-@#-,['solid']
3965,lode_runner,../data/context_data/lode_runner/@/bG@b@@b#b.png,@,bG@b@@b#b,"['passable', 'empty']"
22988,smb,../data/context_data/smb/-/X-XX--X--.png,-,X-XX--X--,"['passable', 'empty']"
1030,lode_runner,../data/context_data/lode_runner/M/----M@@b#.png,M,----M@@b#,"['solid', 'hazard']"
21028,megaman,../data/context_data/megaman/B/---#BB#BB.png,B,---#BB#BB,"['solid', 'breakable']"
18632,megaman,../data/context_data/megaman/@/@@-@@#@@-.png,@,@@-@@#@@-,['empty']
8207,lode_runner,../data/context_data/lode_runner/B/#B@#B##B#.png,B,#B@#B##B#,['solid']
9586,lode_runner,../data/context_data/lode_runner/B/#BbbBB@bB.png,B,#BbbBB@bB,['solid']
16969,lode_runner,../data/context_data/lode_runner/b/@@Mbbb---.png,b,@@Mbbb---,"['solid', 'breakable']"
23806,loz,../data/context_data/loz/P/FPFPPPPFP.png,P,FPFPPPPFP,"['element', 'block']"
13754,lode_runner,../data/context_data/lode_runner/b/ #b bb   .png,b, #b bb   ,"['solid', 'breakable']"
10659,lode_runner,../data/context_data/lode_runner/#/##@##G##@.png,#,##@##G##@,"['passable', 'climbable']"
7457,lode_runner,../data/context_data/lode_runner/-/@@#@--b@G.png,-,@@#@--b@G,"['passable', 'climbable']"
12699,lode_runner,../data/context_data/lode_runner/#/@#@G#E   .png,#,@#@G#E   ,"['passable', 'climbable']"
4595,lode_runner,../data/context_data/lode_runner/@/#B@#@@#Bb.png,@,#B@#@@#Bb,"['passable', 'empty']"
24942,loz,../data/context_data/loz/F/WFFWFIWIF.png,F,WFFWFIWIF,['solid']
14296,lode_runner,../data/context_data/lode_runner/b/@b@@b@@-@.png,b,@b@@b@@-@,"['solid', 'breakable']"
7345,lode_runner,../data/context_data/lode_runner/-/@@@@-GG@#.png,-,@@@@-GG@#,"['passable', 'climbable']"
2603,lode_runner,../data/context_data/lode_runner/@/@bG@@b@@#.png,@,@bG@@b@@#,"['passable', 'empty']"
3329,lode_runner,../data/context_data/lode_runner/@/##EG@@bbb.png,@,##EG@@bbb,"['passable', 'empty']"
13634,lode_runner,../data/context_data/lode_runner/b/Bbbbb@@b@.png,b,Bbbbb@@b@,"['solid', 'breakable']"
21733,smb,../data/context_data/smb/[/-[]-[]-[].png,[,-[]-[]-[],"['solid', 'pipe']"
